,date,team,actual,predicted,opponent,opponent_actual,opponent_predicted
5215,2021,Vikings,win,win,Packers,loss,loss
5216,2021,Jets,loss,loss,Dolphins,win,win
5217,2021,Eagles,win,win,Saints,loss,loss
5218,2021,Panthers,loss,win,Washington,win,win
5219,2021,Jaguars,loss,loss,49ers,win,win
5220,2021,Raiders,loss,loss,Bengals,win,win
5221,2021,Chiefs,win,loss,Cowboys,loss,loss
5222,2021,Seahawks,loss,loss,Cardinals,win,win
5223,2021,Chargers,win,win,Steelers,loss,loss
5224,2021,Buccaneers,win,win,Giants,loss,loss
5225,2021,Lions,loss,loss,Bears,win,win
5226,2021,Cowboys,loss,win,Raiders,win,win
5227,2021,Saints,loss,loss,Bills,win,win
5228,2021,Bengals,win,win,Steelers,loss,loss
5229,2021,Colts,loss,loss,Buccaneers,win,loss
5230,2021,Dolphins,win,win,Panthers,loss,loss
5231,2021,Patriots,win,win,Titans,loss,loss
5232,2021,Giants,win,win,Eagles,loss,loss
5233,2021,Jaguars,loss,loss,Falcons,win,win
5234,2021,Texans,loss,loss,Jets,win,loss
5235,2021,Broncos,win,win,Chargers,loss,loss
5236,2021,Packers,win,win,Rams,loss,loss
5237,2021,49ers,win,win,Vikings,loss,loss
5238,2021,Ravens,win,win,Browns,loss,loss
5239,2021,Washington,win,win,Seahawks,loss,loss
5240,2021,Saints,loss,loss,Cowboys,win,win
5241,2021,Falcons,loss,loss,Buccaneers,win,loss
5242,2021,Bears,loss,loss,Cardinals,win,win
5243,2021,Bengals,loss,loss,Chargers,win,loss
5244,2021,Lions,win,loss,Vikings,loss,win
5245,2021,Dolphins,win,win,Giants,loss,loss
5246,2021,Jets,loss,loss,Eagles,win,win
5247,2021,Texans,loss,loss,Colts,win,win
5248,2021,Raiders,loss,loss,Washington,win,win
5249,2021,Rams,win,win,Jaguars,loss,loss
5250,2021,Steelers,win,win,Ravens,loss,loss
5251,2021,Seahawks,win,loss,49ers,loss,loss
5252,2021,Chiefs,win,loss,Broncos,loss,loss
5253,2021,Bills,loss,loss,Patriots,win,win
5254,2021,Vikings,win,win,Steelers,loss,loss
5255,2021,Browns,win,win,Ravens,loss,loss
5256,2021,Titans,win,win,Jaguars,loss,loss
5257,2021,Chiefs,win,win,Raiders,loss,loss
5258,2021,Jets,loss,loss,Saints,win,win
5259,2021,Washington,loss,loss,Cowboys,win,win
5260,2021,Panthers,loss,loss,Falcons,win,win
5261,2021,Texans,loss,win,Seahawks,win,win
5262,2021,Broncos,win,win,Lions,loss,loss
5263,2021,Chargers,win,win,Giants,loss,loss
5264,2021,Bengals,loss,loss,49ers,win,loss
5265,2021,Buccaneers,win,win,Bills,loss,loss
5266,2021,Packers,win,win,Bears,loss,loss
5267,2021,Cardinals,loss,loss,Rams,win,win
5268,2021,Chargers,loss,win,Chiefs,win,loss
5269,2021,Colts,win,win,Patriots,loss,loss
5270,2021,Bills,win,loss,Panthers,loss,loss
5271,2021,Lions,win,win,Cardinals,loss,loss
5272,2021,Dolphins,win,win,Jets,loss,loss
5273,2021,Giants,loss,loss,Cowboys,win,win
5274,2021,Steelers,win,loss,Titans,loss,win
5275,2021,Jaguars,loss,loss,Texans,win,win
5276,2021,Broncos,loss,win,Bengals,win,win
5277,2021,49ers,win,win,Falcons,loss,loss
5278,2021,Ravens,loss,win,Packers,win,win
5279,2021,Buccaneers,loss,loss,Saints,win,win
5280,2021,Browns,loss,win,Raiders,win,loss
5281,2021,Bears,loss,loss,Vikings,win,loss
5282,2021,Rams,win,win,Seahawks,loss,loss
5283,2021,Eagles,win,win,Washington,loss,loss
5284,2021,Titans,win,win,49ers,loss,loss
5285,2021,Packers,win,win,Browns,loss,loss
5286,2021,Cardinals,loss,loss,Colts,win,win
5287,2021,Falcons,win,loss,Lions,loss,win
5288,2021,Bengals,win,win,Ravens,loss,loss
5289,2021,Vikings,loss,loss,Rams,win,win
5290,2021,Patriots,loss,loss,Bills,win,win
5291,2021,Jets,win,win,Jaguars,loss,win
5292,2021,Eagles,win,win,Giants,loss,loss
5293,2021,Panthers,loss,loss,Buccaneers,win,win
5294,2021,Texans,win,win,Chargers,loss,loss
5295,2021,Seahawks,loss,loss,Bears,win,win
5296,2021,Chiefs,win,win,Steelers,loss,loss
5297,2021,Raiders,win,win,Broncos,loss,loss
5298,2021,Cowboys,win,win,Washington,loss,loss
5299,2021,Saints,loss,loss,Dolphins,win,win
5300,2022,Bills,win,loss,Falcons,loss,loss
5301,2022,Bears,win,loss,Giants,loss,loss
5302,2022,Bengals,win,loss,Chiefs,loss,win
5303,2022,Titans,win,win,Dolphins,loss,loss
5304,2022,Colts,loss,loss,Raiders,win,win
5305,2022,Patriots,win,win,Jaguars,loss,loss
5306,2022,Jets,loss,loss,Buccaneers,win,loss
5307,2022,Washington,loss,loss,Eagles,win,win
5308,2022,Ravens,loss,loss,Rams,win,loss
5309,2022,Chargers,win,win,Broncos,loss,win
5310,2022,49ers,win,win,Texans,loss,loss
5311,2022,Cowboys,loss,loss,Cardinals,win,win
5312,2022,Saints,win,win,Panthers,loss,loss
5313,2022,Seahawks,win,win,Lions,loss,loss
5314,2022,Packers,win,win,Vikings,loss,loss
5315,2022,Steelers,win,loss,Browns,loss,loss
5316,2022,Broncos,loss,loss,Chiefs,win,win
5317,2022,Eagles,loss,win,Cowboys,win,win
5318,2022,Browns,win,win,Bengals,loss,loss
5319,2022,Lions,win,win,Packers,loss,loss
5320,2022,Vikings,win,win,Bears,loss,loss
5321,2022,Giants,loss,loss,Washington,win,win
5322,2022,Jaguars,win,win,Colts,loss,loss
5323,2022,Ravens,loss,loss,Steelers,win,win
5324,2022,Texans,loss,win,Titans,win,win
5325,2022,Falcons,loss,loss,Saints,win,win
5326,2022,Bills,win,win,Jets,loss,loss
5327,2022,Rams,loss,loss,49ers,win,win
5328,2022,Dolphins,win,win,Patriots,loss,loss
5329,2022,Cardinals,loss,win,Seahawks,win,win
5330,2022,Buccaneers,win,win,Panthers,loss,loss
5331,2022,Raiders,win,win,Chargers,loss,loss
5332,2022,Bengals,win,win,Raiders,loss,loss
5333,2022,Bills,win,win,Patriots,loss,loss
5334,2022,Buccaneers,win,win,Eagles,loss,loss
5335,2022,Cowboys,loss,loss,49ers,win,win
5336,2022,Chiefs,win,win,Steelers,loss,loss
5337,2022,Rams,win,win,Cardinals,loss,loss
5338,2022,Titans,loss,loss,Bengals,win,loss
5339,2022,Packers,loss,loss,49ers,win,win
5340,2022,Buccaneers,loss,loss,Rams,win,win
5341,2022,Chiefs,win,win,Bills,loss,win
5342,2022,Chiefs,loss,loss,Bengals,win,loss
5343,2022,Rams,win,win,49ers,loss,loss
5344,2022,Bengals,loss,loss,Rams,win,loss
5345,2002,49ers,win,win,Giants,loss,loss
5346,2002,Jets,win,win,Bills,loss,loss
5347,2002,Vikings,loss,win,Bears,win,win
5348,2002,Chargers,win,win,Bengals,loss,loss
5349,2002,Chiefs,win,win,Browns,loss,win
5350,2002,Falcons,loss,win,Packers,win,win
5351,2002,Eagles,loss,loss,Titans,win,loss
5352,2002,Lions,loss,loss,Dolphins,win,win
5353,2002,Cardinals,loss,loss,Washington,win,win
5354,2002,Ravens,loss,loss,Panthers,win,win
5355,2002,Colts,win,win,Jaguars,loss,win
5356,2002,Rams,loss,loss,Broncos,win,loss
5357,2002,Seahawks,loss,loss,Raiders,win,win
5358,2002,Saints,win,win,Buccaneers,loss,loss
5359,2002,Cowboys,loss,loss,Texans,win,win
5360,2002,Steelers,loss,loss,Patriots,win,loss
5361,2002,Bears,win,loss,Falcons,loss,loss
5362,2002,Bengals,loss,loss,Browns,win,win
5363,2002,Titans,loss,loss,Cowboys,win,win
5364,2002,Dolphins,win,win,Colts,loss,loss
5365,2002,Jaguars,win,win,Chiefs,loss,loss
5366,2002,Packers,loss,loss,Saints,win,win
5367,2002,Patriots,win,win,Jets,loss,loss
5368,2002,Lions,loss,loss,Panthers,win,win
5369,2002,Buccaneers,win,win,Ravens,loss,loss
5370,2002,Giants,win,win,Rams,loss,loss
5371,2002,Cardinals,win,win,Seahawks,loss,win
5372,2002,Bills,win,win,Vikings,loss,win
5373,2002,Texans,loss,loss,Chargers,win,win
5374,2002,Broncos,win,win,49ers,loss,loss
5375,2002,Raiders,win,loss,Steelers,loss,loss
5376,2002,Eagles,win,win,Washington,loss,loss
5377,2002,Saints,win,loss,Bears,loss,win
5378,2002,Browns,win,loss,Titans,loss,win
5379,2002,Jets,loss,loss,Dolphins,win,win
5380,2002,Panthers,win,win,Vikings,loss,loss
5381,2002,Chiefs,loss,win,Patriots,win,loss
5382,2002,Cowboys,loss,loss,Eagles,win,loss
5383,2002,Colts,win,win,Texans,loss,loss
5384,2002,Bills,loss,loss,Broncos,win,win
5385,2002,Chargers,win,win,Cardinals,loss,loss
5386,2002,Packers,win,win,Lions,loss,loss
5387,2002,Seahawks,loss,loss,Giants,win,win
5388,2002,Washington,loss,loss,49ers,win,win
5389,2002,Bengals,loss,loss,Falcons,win,win
5390,2002,Rams,loss,loss,Buccaneers,win,win
5391,2002,Bears,loss,win,Bills,win,win
5392,2002,Saints,loss,loss,Lions,win,win
5393,2002,Panthers,loss,loss,Packers,win,loss
5394,2002,Dolphins,loss,loss,Chiefs,win,win
5395,2002,Cowboys,win,win,Rams,loss,loss
5396,2002,Texans,loss,loss,Eagles,win,loss
5397,2002,Browns,loss,loss,Steelers,win,win
5398,2002,Jets,loss,loss,Jaguars,win,win
5399,2002,Buccaneers,win,win,Bengals,loss,win
5400,2002,Giants,loss,loss,Cardinals,win,win
5401,2002,Titans,loss,loss,Raiders,win,win
5402,2002,Patriots,loss,loss,Chargers,win,win
5403,2002,Vikings,loss,loss,Seahawks,win,win
5404,2002,Broncos,loss,loss,Ravens,win,win
5405,2002,Buccaneers,win,win,Falcons,loss,loss
5406,2002,Raiders,win,win,Bills,loss,loss
5407,2002,Giants,win,win,Cowboys,loss,win
5408,2002,Washington,win,win,Titans,loss,loss
5409,2002,Bengals,loss,loss,Colts,win,win
5410,2002,Patriots,loss,loss,Dolphins,win,win
5411,2002,Steelers,loss,loss,Saints,win,win
5412,2002,Cardinals,win,win,Panthers,loss,loss
5413,2002,Chargers,loss,loss,Broncos,win,win
5414,2002,Chiefs,win,win,Jets,loss,win
5415,2002,Rams,loss,loss,49ers,win,win
5416,2002,Eagles,loss,win,Jaguars,win,win
5417,2002,Ravens,win,win,Browns,loss,loss
5418,2002,Packers,win,win,Bears,loss,loss
5419,2002,Steelers,win,win,Bengals,loss,loss
5420,2002,Panthers,loss,win,Cowboys,win,loss
5421,2002,Ravens,loss,loss,Colts,win,loss
5422,2002,Lions,loss,win,Vikings,win,win
5423,2002,Packers,win,win,Patriots,loss,loss
5424,2002,Falcons,win,win,Giants,loss,loss
5425,2002,Browns,loss,loss,Buccaneers,win,win
5426,2002,Saints,win,win,Washington,loss,loss
5427,2002,Bills,win,win,Texans,loss,win
5428,2002,Jaguars,loss,loss,Titans,win,win
5429,2002,Raiders,loss,loss,Rams,win,win
5430,2002,Chiefs,loss,win,Chargers,win,loss
5431,2002,Dolphins,win,win,Broncos,loss,loss
5432,2002,49ers,win,win,Seahawks,loss,win
5433,2002,Panthers,loss,loss,Falcons,win,win
5434,2002,Bears,loss,win,Lions,win,win
5435,2002,Broncos,win,win,Chiefs,loss,win
5436,2002,Seahawks,loss,loss,Rams,win,win
5437,2002,Bills,win,win,Dolphins,loss,loss
5438,2002,49ers,loss,win,Saints,win,win
5439,2002,Vikings,loss,loss,Jets,win,win
5440,2002,Jaguars,loss,loss,Ravens,win,win
5441,2002,Texans,loss,loss,Browns,win,win
5442,2002,Chargers,win,win,Raiders,loss,loss
5443,2002,Washington,loss,loss,Packers,win,loss
5444,2002,Buccaneers,loss,loss,Eagles,win,loss
5445,2002,Cowboys,loss,win,Cardinals,win,win
5446,2002,Colts,loss,loss,Steelers,win,win
5447,2002,Lions,loss,loss,Bills,win,loss
5448,2002,Titans,win,win,Bengals,loss,win
5449,2002,Seahawks,win,win,Cowboys,loss,loss
5450,2002,Raiders,loss,loss,Chiefs,win,loss
5451,2002,Bears,loss,loss,Vikings,win,win
5452,2002,Falcons,win,win,Saints,loss,loss
5453,2002,Browns,win,loss,Jets,loss,loss
5454,2002,Buccaneers,win,loss,Panthers,loss,loss
5455,2002,Steelers,win,win,Ravens,loss,loss
5456,2002,Cardinals,loss,loss,49ers,win,win
5457,2002,Broncos,win,win,Patriots,loss,loss
5458,2002,Texans,win,win,Jaguars,loss,win
5459,2002,Colts,loss,loss,Washington,win,win
5460,2002,Giants,loss,loss,Eagles,win,win
5461,2002,Ravens,loss,loss,Falcons,win,win
5462,2002,Patriots,win,win,Bills,loss,loss
5463,2002,Eagles,win,win,Bears,loss,loss
5464,2002,Steelers,win,win,Browns,loss,loss
5465,2002,Cowboys,loss,loss,Lions,win,loss
5466,2002,Titans,win,win,Colts,loss,loss
5467,2002,Vikings,loss,loss,Buccaneers,win,win
5468,2002,Bengals,win,win,Texans,loss,loss
5469,2002,Jets,win,win,Chargers,loss,loss
5470,2002,49ers,win,win,Raiders,loss,loss
5471,2002,Rams,win,win,Cardinals,loss,loss
5472,2002,Washington,win,loss,Seahawks,loss,loss
5473,2002,Jaguars,loss,loss,Giants,win,win
5474,2002,Dolphins,loss,loss,Packers,win,win
5475,2002,Lions,loss,loss,Packers,win,win
5476,2002,Texans,loss,loss,Titans,win,win
5477,2002,Chargers,loss,win,Rams,win,loss
5478,2002,Giants,win,win,Vikings,loss,loss
5479,2002,Colts,win,win,Eagles,loss,loss
5480,2002,Saints,win,win,Panthers,loss,win
5481,2002,Bengals,loss,win,Ravens,win,win
5482,2002,Seahawks,win,win,Cardinals,loss,loss
5483,2002,Washington,loss,loss,Jaguars,win,win
5484,2002,Patriots,win,loss,Bears,loss,win
5485,2002,Chiefs,loss,loss,49ers,win,win
5486,2002,Dolphins,loss,loss,Jets,win,win
5487,2002,Raiders,win,win,Broncos,loss,loss
5488,2002,Saints,loss,loss,Falcons,win,win
5489,2002,Browns,win,win,Bengals,loss,win
5490,2002,Steelers,loss,loss,Titans,win,win
5491,2002,Cowboys,loss,loss,Colts,win,win
5492,2002,Bills,loss,loss,Chiefs,win,win
5493,2002,Packers,loss,loss,Vikings,win,win
5494,2002,Washington,loss,loss,Giants,win,win
5495,2002,Cardinals,loss,loss,Eagles,win,win
5496,2002,Jaguars,win,win,Texans,loss,win
5497,2002,49ers,loss,win,Chargers,win,win
5498,2002,Panthers,loss,loss,Buccaneers,win,win
5499,2002,Jets,win,win,Lions,loss,loss
5500,2002,Ravens,loss,loss,Dolphins,win,win
5501,2002,Broncos,win,win,Seahawks,loss,loss
5502,2002,Patriots,loss,win,Raiders,win,win
5503,2002,Bears,loss,loss,Rams,win,loss
5504,2002,Lions,loss,loss,Bears,win,win
5505,2002,Jaguars,loss,loss,Cowboys,win,win
5506,2002,Chargers,loss,loss,Dolphins,win,win
5507,2002,Vikings,loss,loss,Patriots,win,win
5508,2002,Browns,win,win,Saints,loss,loss
5509,2002,Bills,loss,loss,Jets,win,win
5510,2002,Bengals,loss,loss,Steelers,win,win
5511,2002,Rams,loss,loss,Washington,win,win
5512,2002,Falcons,win,win,Panthers,loss,loss
5513,2002,Titans,loss,loss,Ravens,win,loss
5514,2002,Raiders,win,win,Cardinals,loss,loss
5515,2002,Chiefs,loss,win,Seahawks,win,win
5516,2002,Packers,loss,loss,Buccaneers,win,loss
5517,2002,Giants,loss,loss,Texans,win,win
5518,2002,Colts,win,win,Broncos,loss,loss
5519,2002,Eagles,win,win,49ers,loss,loss
5520,2002,Patriots,win,win,Lions,loss,loss
5521,2002,Washington,loss,loss,Cowboys,win,win
5522,2002,Dolphins,loss,loss,Bills,win,win
5523,2002,Ravens,win,win,Bengals,loss,win
5524,2002,Panthers,win,win,Browns,loss,loss
5525,2002,Bears,loss,loss,Packers,win,win
5526,2002,Cardinals,loss,loss,Chiefs,win,win
5527,2002,Falcons,win,loss,Vikings,loss,loss
5528,2002,Titans,win,win,Giants,loss,win
5529,2002,Steelers,win,win,Jaguars,loss,loss
5530,2002,Texans,loss,loss,Colts,win,win
5531,2002,Broncos,loss,loss,Chargers,win,win
5532,2002,Rams,loss,loss,Eagles,win,loss
5533,2002,Seahawks,loss,loss,49ers,win,win
5534,2002,Buccaneers,loss,loss,Saints,win,loss
5535,2002,Jets,loss,loss,Raiders,win,win
5536,2002,49ers,win,win,Cowboys,loss,win
5537,2002,Colts,loss,loss,Titans,win,win
5538,2002,Rams,loss,loss,Chiefs,win,win
5539,2002,Bills,loss,loss,Patriots,win,win
5540,2002,Texans,win,win,Steelers,loss,loss
5541,2002,Falcons,loss,loss,Buccaneers,win,win
5542,2002,Giants,win,win,Washington,loss,loss
5543,2002,Bengals,loss,win,Panthers,win,win
5544,2002,Browns,win,win,Jaguars,loss,win
5545,2002,Lions,loss,loss,Cardinals,win,loss
5546,2002,Eagles,win,win,Seahawks,loss,loss
5547,2002,Saints,win,win,Ravens,loss,loss
5548,2002,Broncos,loss,win,Jets,win,win
5549,2002,Raiders,win,win,Chargers,loss,loss
5550,2002,Vikings,loss,loss,Packers,win,win
5551,2002,Bears,loss,loss,Dolphins,win,win
5552,2002,Seahawks,win,win,Falcons,loss,win
5553,2002,Chargers,loss,win,Bills,win,loss
5554,2002,Jets,loss,loss,Bears,win,win
5555,2002,Jaguars,win,win,Bengals,loss,loss
5556,2002,Colts,win,win,Browns,loss,win
5557,2002,Buccaneers,win,win,Lions,loss,loss
5558,2002,Raiders,loss,loss,Dolphins,win,win
5559,2002,Vikings,win,win,Saints,loss,win
5560,2002,Washington,loss,loss,Eagles,win,win
5561,2002,Panthers,loss,loss,Steelers,win,win
5562,2002,Ravens,win,win,Texans,loss,loss
5563,2002,Chiefs,loss,win,Broncos,win,win
5564,2002,Cowboys,loss,loss,Giants,win,win
5565,2002,Packers,win,win,49ers,loss,loss
5566,2002,Cardinals,loss,win,Rams,win,loss
5567,2002,Patriots,loss,loss,Titans,win,win
5568,2002,Dolphins,loss,loss,Vikings,win,loss
5569,2002,49ers,win,win,Cardinals,loss,loss
5570,2002,Eagles,win,win,Cowboys,loss,loss
5571,2002,Lions,loss,loss,Falcons,win,win
5572,2002,Saints,loss,loss,Bengals,win,win
5573,2002,Bills,loss,loss,Packers,win,loss
5574,2002,Giants,win,win,Colts,loss,loss
5575,2002,Chargers,loss,win,Chiefs,win,win
5576,2002,Texans,loss,loss,Washington,win,win
5577,2002,Bears,loss,loss,Panthers,win,win
5578,2002,Titans,win,win,Jaguars,loss,loss
5579,2002,Rams,loss,loss,Seahawks,win,win
5580,2002,Broncos,loss,loss,Raiders,win,win
5581,2002,Browns,win,win,Ravens,loss,loss
5582,2002,Jets,win,win,Patriots,loss,loss
5583,2002,Steelers,win,win,Buccaneers,loss,loss
5584,2002,Eagles,loss,loss,Giants,win,win
5585,2002,Chiefs,loss,loss,Raiders,win,win
5586,2002,Bengals,loss,loss,Bills,win,win
5587,2002,Falcons,loss,loss,Browns,win,loss
5588,2002,Vikings,win,win,Lions,loss,loss
5589,2002,Dolphins,loss,win,Patriots,win,win
5590,2002,Panthers,win,loss,Saints,loss,loss
5591,2002,Ravens,loss,loss,Steelers,win,win
5592,2002,Cowboys,loss,loss,Washington,win,win
5593,2002,Titans,win,win,Texans,loss,loss
5594,2002,Jaguars,loss,win,Colts,win,win
5595,2002,Cardinals,loss,loss,Broncos,win,win
5596,2002,Packers,loss,win,Jets,win,win
5597,2002,Seahawks,win,win,Chargers,loss,loss
5598,2002,Buccaneers,win,win,Bears,loss,loss
5599,2002,49ers,loss,win,Rams,win,loss
5600,2003,Colts,loss,loss,Jets,win,win
5601,2003,Falcons,win,win,Packers,loss,loss
5602,2003,Browns,loss,win,Steelers,win,loss
5603,2003,Giants,loss,win,49ers,win,win
5604,2003,Steelers,loss,loss,Titans,win,win
5605,2003,Falcons,loss,loss,Eagles,win,win
5606,2003,49ers,loss,loss,Buccaneers,win,win
5607,2003,Jets,loss,loss,Raiders,win,win
5608,2003,Buccaneers,win,win,Eagles,loss,loss
5609,2003,Titans,loss,loss,Raiders,win,loss
5610,2003,Raiders,loss,loss,Buccaneers,win,win
5611,2003,Jets,loss,win,Washington,win,win
5612,2003,Patriots,loss,loss,Bills,win,win
5613,2003,Broncos,win,win,Bengals,loss,loss
5614,2003,Colts,win,loss,Browns,loss,loss
5615,2003,Cardinals,loss,loss,Lions,win,win
5616,2003,Vikings,win,loss,Packers,loss,loss
5617,2003,Chargers,loss,loss,Chiefs,win,loss
5618,2003,Texans,win,win,Dolphins,loss,loss
5619,2003,Rams,loss,loss,Giants,win,loss
5620,2003,Ravens,loss,loss,Steelers,win,win
5621,2003,Jaguars,loss,win,Panthers,win,loss
5622,2003,Falcons,win,win,Cowboys,loss,loss
5623,2003,Bears,loss,loss,49ers,win,win
5624,2003,Saints,loss,loss,Seahawks,win,win
5625,2003,Raiders,loss,loss,Titans,win,loss
5626,2003,Buccaneers,win,win,Eagles,loss,loss
5627,2003,Washington,win,win,Falcons,loss,loss
5628,2003,Lions,loss,loss,Packers,win,win
5629,2003,Titans,loss,loss,Colts,win,win
5630,2003,Steelers,loss,loss,Chiefs,win,win
5631,2003,49ers,loss,loss,Rams,win,loss
5632,2003,Texans,loss,loss,Saints,win,win
5633,2003,Dolphins,win,win,Jets,loss,loss
5634,2003,Bills,win,win,Jaguars,loss,loss
5635,2003,Browns,loss,loss,Ravens,win,win
5636,2003,Seahawks,win,win,Cardinals,loss,loss
5637,2003,Panthers,win,win,Buccaneers,loss,loss
5638,2003,Bengals,loss,win,Raiders,win,win
5639,2003,Patriots,win,win,Eagles,loss,loss
5640,2003,Broncos,win,win,Chargers,loss,loss
5641,2003,Bears,loss,loss,Vikings,win,win
5642,2003,Cowboys,win,win,Giants,loss,loss
5643,2003,Buccaneers,win,win,Falcons,loss,loss
5644,2003,Steelers,win,win,Bengals,loss,loss
5645,2003,Vikings,win,loss,Lions,loss,loss
5646,2003,Saints,loss,loss,Titans,win,win
5647,2003,Jaguars,loss,loss,Colts,win,win
5648,2003,Jets,loss,loss,Patriots,win,win
5649,2003,Chiefs,win,win,Texans,loss,loss
5650,2003,Packers,loss,loss,Cardinals,win,win
5651,2003,Rams,loss,win,Seahawks,win,win
5652,2003,Giants,win,win,Washington,loss,loss
5653,2003,Ravens,win,win,Chargers,loss,loss
5654,2003,Browns,win,loss,49ers,loss,loss
5655,2003,Bills,loss,loss,Dolphins,win,win
5656,2003,Raiders,loss,loss,Broncos,win,win
5657,2003,Eagles,win,win,Bills,loss,loss
5658,2003,Bengals,win,win,Browns,loss,loss
5659,2003,Cardinals,loss,loss,Rams,win,win
5660,2003,49ers,loss,loss,Vikings,win,win
5661,2003,Titans,win,win,Steelers,loss,loss
5662,2003,Patriots,loss,loss,Washington,win,win
5663,2003,Jaguars,loss,loss,Texans,win,win
5664,2003,Chargers,loss,win,Raiders,win,loss
5665,2003,Chiefs,win,win,Ravens,loss,loss
5666,2003,Lions,loss,loss,Broncos,win,loss
5667,2003,Cowboys,win,win,Jets,loss,win
5668,2003,Falcons,loss,loss,Panthers,win,win
5669,2003,Colts,win,win,Saints,loss,loss
5670,2003,Packers,win,win,Bears,loss,loss
5671,2003,Vikings,win,win,Falcons,loss,loss
5672,2003,Bengals,loss,win,Bills,win,win
5673,2003,Raiders,loss,loss,Bears,win,loss
5674,2003,Cardinals,loss,loss,Cowboys,win,win
5675,2003,Seahawks,loss,loss,Packers,win,win
5676,2003,Broncos,loss,win,Chiefs,win,loss
5677,2003,Titans,loss,win,Patriots,win,win
5678,2003,Dolphins,win,win,Giants,loss,loss
5679,2003,Saints,loss,win,Panthers,win,win
5680,2003,Chargers,loss,loss,Jaguars,win,win
5681,2003,Washington,loss,loss,Eagles,win,win
5682,2003,Lions,loss,loss,49ers,win,win
5683,2003,Browns,win,win,Steelers,loss,loss
5684,2003,Colts,win,win,Buccaneers,loss,win
5685,2003,Raiders,loss,loss,Browns,win,win
5686,2003,Eagles,loss,win,Cowboys,win,win
5687,2003,Chiefs,win,win,Packers,loss,win
5688,2003,Texans,loss,loss,Titans,win,win
5689,2003,Panthers,win,win,Colts,loss,win
5690,2003,Giants,loss,loss,Patriots,win,win
5691,2003,Bears,loss,loss,Saints,win,win
5692,2003,Buccaneers,win,win,Washington,loss,loss
5693,2003,Dolphins,win,win,Jaguars,loss,loss
5694,2003,Steelers,loss,loss,Broncos,win,loss
5695,2003,Bills,loss,loss,Jets,win,win
5696,2003,Ravens,win,win,Cardinals,loss,loss
5697,2003,49ers,loss,win,Seahawks,win,win
5698,2003,Falcons,loss,loss,Rams,win,win
5699,2003,Patriots,win,win,Dolphins,loss,loss
5700,2003,Saints,win,win,Falcons,loss,loss
5701,2003,Ravens,loss,loss,Bengals,win,win
5702,2003,Chargers,win,win,Browns,loss,loss
5703,2003,Cowboys,win,win,Lions,loss,loss
5704,2003,Packers,loss,loss,Rams,win,win
5705,2003,Broncos,loss,loss,Vikings,win,win
5706,2003,Eagles,win,loss,Giants,loss,win
5707,2003,Titans,win,win,Panthers,loss,loss
5708,2003,Jets,win,win,Texans,loss,win
5709,2003,Washington,loss,loss,Bills,win,win
5710,2003,Buccaneers,loss,loss,49ers,win,win
5711,2003,Bears,loss,loss,Seahawks,win,win
5712,2003,Chiefs,win,win,Raiders,loss,loss
5713,2003,Lions,loss,loss,Bears,win,win
5714,2003,Seahawks,loss,loss,Bengals,win,win
5715,2003,Giants,win,win,Vikings,loss,loss
5716,2003,Browns,loss,loss,Patriots,win,win
5717,2003,Panthers,win,win,Saints,loss,loss
5718,2003,Rams,win,win,Steelers,loss,loss
5719,2003,Cowboys,loss,loss,Buccaneers,win,win
5720,2003,Titans,win,win,Jaguars,loss,loss
5721,2003,Broncos,loss,loss,Ravens,win,win
5722,2003,49ers,loss,win,Cardinals,win,win
5723,2003,Texans,loss,win,Colts,win,win
5724,2003,Jets,loss,loss,Eagles,win,win
5725,2003,Bills,loss,loss,Chiefs,win,win
5726,2003,Dolphins,win,win,Chargers,loss,loss
5727,2003,Chargers,loss,loss,Bears,win,win
5728,2003,Raiders,loss,loss,Lions,win,win
5729,2003,Colts,win,win,Dolphins,loss,loss
5730,2003,Giants,win,win,Jets,loss,win
5731,2003,Saints,win,win,Buccaneers,loss,loss
5732,2003,Jaguars,loss,win,Ravens,win,win
5733,2003,Panthers,loss,win,Texans,win,win
5734,2003,Bengals,loss,loss,Cardinals,win,win
5735,2003,Steelers,loss,win,Seahawks,win,win
5736,2003,Eagles,win,win,Falcons,loss,loss
5737,2003,Washington,loss,loss,Cowboys,win,win
5738,2003,Rams,loss,loss,49ers,win,win
5739,2003,Packers,win,win,Vikings,loss,win
5740,2003,Patriots,win,win,Broncos,loss,win
5741,2003,Texans,loss,loss,Bengals,win,win
5742,2003,Bears,loss,loss,Lions,win,win
5743,2003,Dolphins,loss,loss,Titans,win,win
5744,2003,Browns,loss,loss,Chiefs,win,win
5745,2003,Falcons,win,win,Giants,loss,loss
5746,2003,Cardinals,loss,win,Steelers,win,win
5747,2003,Seahawks,loss,loss,Washington,win,win
5748,2003,Buccaneers,loss,loss,Panthers,win,win
5749,2003,Colts,loss,loss,Jaguars,win,win
5750,2003,Vikings,loss,loss,Chargers,win,win
5751,2003,Bills,loss,loss,Cowboys,win,win
5752,2003,Jets,win,win,Raiders,loss,win
5753,2003,Ravens,loss,loss,Rams,win,loss
5754,2003,Eagles,win,win,Packers,loss,win
5755,2003,Texans,win,win,Bills,loss,loss
5756,2003,Rams,win,loss,Bears,loss,win
5757,2003,Chiefs,loss,loss,Bengals,win,win
5758,2003,Cardinals,loss,loss,Browns,win,win
5759,2003,Jaguars,loss,loss,Titans,win,loss
